dealdate,section,dealtime,priceClose,TendSummary
20200304,1,121300,11341.00,1
20200304,1,121400,11344.00,1
20200304,1,121500,11341.00,1
20200304,1,121600,11339.00,1
20200304,1,121700,11339.00,1
20200304,1,121800,11344.00,1
20200304,1,121900,11342.00,1
20200304,1,122000,11342.00,1
20200304,1,122100,11343.00,1
20200304,1,122200,11347.00,1
20200304,1,122300,11349.00,-1
20200304,1,122400,11347.00,-1
20200304,1,122500,11341.00,1
20200304,1,122600,11340.00,1
20200304,1,122700,11341.00,1
20200304,1,122800,11341.00,1
20200304,1,122900,11342.00,1
20200304,1,123000,11339.00,1
20200304,1,123100,11342.00,1
20200304,1,123200,11344.00,1
20200304,1,123300,11347.00,1
20200304,1,123400,11350.00,-1
20200304,1,123500,11347.00,-1
20200304,1,123600,11345.00,1
20200304,1,123700,11346.00,1
20200304,1,123800,11344.00,1
20200304,1,123900,11349.00,-1
20200304,1,124000,11351.00,-1
20200304,1,124100,11348.00,-1
20200304,1,124200,11349.00,-1
20200304,1,124300,11344.00,1
20200304,1,124400,11346.00,1
20200304,1,124500,11349.00,-1
