tendPredict,tendPredictEMAn,tendBase,preStopGainLoseTend,preStopCountdown,baseTime,basePrice,tendInventory,inventoryPL,inventoryPLmax,inventoryPLmin,settlePL,settleLoseWorst,settlePLsum,settlePLsumMax,settlePLsumMin,buySaleTimes,dealdate,section,dealtime,priceClose,TendSummary
0.73105365037918091,0.73105365037918091,1,0,0,090700,11105.00,1,79.00,86.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102000,11184.00,1
0.73104697465896606,0.73104697465896606,1,0,0,090700,11105.00,1,76.00,86.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102100,11181.00,1
0.730419397354126,0.730419397354126,1,0,0,090700,11105.00,1,74.00,86.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102200,11179.00,1
0.73045897483825684,0.73045897483825684,1,0,0,090700,11105.00,1,87.00,87.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102300,11192.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,97.00,97.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102400,11202.00,1
0.73105853796005249,0.73105853796005249,1,0,0,090700,11105.00,1,106.00,106.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102500,11211.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,115.00,115.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102600,11220.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,103.00,115.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102700,11208.00,1
0.7310224175453186,0.7310224175453186,1,0,0,090700,11105.00,1,99.00,115.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102800,11204.00,1
0.73105621337890625,0.73105621337890625,1,0,0,090700,11105.00,1,103.00,115.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,102900,11208.00,1
0.7310490608215332,0.7310490608215332,1,0,0,090700,11105.00,1,119.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103000,11224.00,1
0.73105829954147339,0.73105829954147339,1,0,0,090700,11105.00,1,109.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103100,11214.00,1
0.73100590705871582,0.73100590705871582,1,0,0,090700,11105.00,1,103.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103200,11208.00,1
0.73093372583389282,0.73093372583389282,1,0,0,090700,11105.00,1,112.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103300,11217.00,1
0.731029212474823,0.731029212474823,1,0,0,090700,11105.00,1,113.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103400,11218.00,1
0.73102724552154541,0.73102724552154541,1,0,0,090700,11105.00,1,118.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103500,11223.00,1
